Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P175830,Stormwater Management and CCA 2,Isabelle Kane (ADM);Cecile Lorillou,"Urban, Resilience and Land",AFW,Senegal,2021,PE,Actual,"&&Public Admin (92%)
&&Water/Sanit/Waste (8%)","&&Sub National Governm (85%)
&&Other Public Adminis (7%)
&&PA Water, Sanitation (8%)","&&FY17 - Economic Policy
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Economic Growth and Planning (4%)
&&FY17 - Finance for Development (87%)
&&FY17 - Public Administration (8%)
&&FY17 - Social Inclusion (10%)
&&FY17 - Disease Control (45%)
&&FY17 - Urban Development (100%)
&&FY17 - Disaster Risk Management (21%)
&&FY17 - Climate change (82%)
&&FY17 - Renewable Natural Resources Asset Management (85%)","&&FY17 - Spatial Growth (4%)
&&FY17 - Disaster Risk Finance (87%)
&&FY17 - Municipal Institution Building (8%)
&&FY17 - Participation and Civic Engagement (10%)
&&FY17 - Pandemic Response (45%)
&&FY17 - Urban Infrastructure and Service Delivery (15%)
&&FY17 - Urban Planning (6%)
&&FY17 - Urban Water and Sanitation (9%)
&&FY17 - Disaster Risk Reduction (20%)
&&FY17 - Disaster Preparedness (4%)
&&FY17 - Flood and Drought Risk Management (21%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (80%)
&&FY17 - Watershed Management (85%)"
P175915,SENRM,Arame Tall (ADM);Idriss Deffry,"Environment, Natural Resources & the Blue Economy",AFW,Senegal,2023,PE,Actual,"&&Agriculture (87%)
&&Public Admin (13%)","&&Fisheries (47%)
&&PA Agri,Fish&Forest (6%)
&&Forestry (34%)
&&Other Public Adminis (13%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Regional Integration (12%)
&&FY17 - Data Development and Capacity Building (24%)
&&FY17 - Gender (17%)
&&FY17 - Disaster Risk Management (14%)
&&FY17 - Climate change (42%)
&&FY17 - Environmental Health and Pollution Management (19%)
&&FY17 - Renewable Natural Resources Asset Management (87%)
&&FY17 - Environmental policies and institutions (21%)","&&FY17 - Data production, accessibility and use (24%)
&&FY17 - Flood and Drought Risk Management (14%)
&&FY17 - Mitigation (25%)
&&FY17 - Adaptation (17%)
&&FY17 - Air quality management (19%)
&&FY17 - Forests Policies and institutions (42%)
&&FY17 - Fisheries Policies and institutions (55%)
&&FY17 - Oceans (10%)
&&FY17 - Landscape Management (8%)
&&FY17 - Coastal Zone Management (8%)"
P176419,Senegal Enhancing Connectivity Project,Hatem Chahbani (ADM);Ndeye Gueye,Transport,AFW,Senegal,2022,PE,Actual,&&Transportation (100%),"&&PA Transportation (6%)
&&Other Transportation (94%)","&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Finance for Development (11%)
&&FY17 - Gender (100%)
&&FY17 - Disease Control (20%)
&&FY17 - Urban Development (95%)
&&FY17 - Rural Development (100%)
&&FY17 - Road Safety (95%)
&&FY17 - Disaster Risk Management (51%)
&&FY17 - Climate change (49%)
&&FY17 - Water Resource Management (95%)","&&FY17 - Agriculture Finance (11%)
&&FY17 - Pandemic Response (20%)
&&FY17 - Public Transport (95%)
&&FY17 - Rural Markets (11%)
&&FY17 - Rural Infrastructure and service delivery (11%)
&&FY17 - Geospatial Services (95%)
&&FY17 - Flood and Drought Risk Management (51%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (47%)"
P176544,Adaptive Safety Net,Stephanie Brunelin (ADM),Social Protection & Jobs,AFW,Senegal,2023,PE,Actual,"&&Public Admin (1%)
&&Financial Sector (1%)
&&Social Protection (98%)","&&Sub National Governm (1%)
&&Banking Institutions (1%)
&&Social Protection (89%)
&&PA Social Proctectn (9%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (37%)
&&FY17 - Financial Infrastructure and Access (53%)
&&FY17 - Social Protection (100%)
&&FY17 - Disease Control (61%)
&&FY17 - Demographics and Aging (18%)
&&FY17 - Labor Market Policy and Programs (37%)
&&FY17 - Rural Development (37%)
&&FY17 - Disaster Risk Management (51%)
&&FY17 - Climate change (39%)","&&FY17 - Youth Employment (37%)
&&FY17 - Payment & markets infrastructure (9%)
&&FY17 - Financial inclusion (52%)
&&FY17 - Social Safety Nets (99%)
&&FY17 - Social protection delivery systems (56%)
&&FY17 - Pandemic Response (61%)
&&FY17 - Skills Development (37%)
&&FY17 - Rural Non-farm Income Generation (37%)
&&FY17 - Disaster Preparedness (41%)
&&FY17 - Flood and Drought Risk Management (14%)
&&FY17 - Adaptation (39%)"
P176620,Senegal Energy Access Scale Up Project,Thomas Flochel (ADM);Elisa Portale;Tamaro Kane,Energy & Extractives,AFW,Senegal,2022,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (7%)
&&Energy Trans & Distr (93%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Enterprise Development (10%)
&&FY17 - ICT (84%)
&&FY17 - Financial Infrastructure and Access (10%)
&&FY17 - Disease Control (97%)
&&FY17 - Rural Development (87%)
&&FY17 - Disaster Risk Management (45%)
&&FY17 - Climate change (50%)
&&FY17 - Energy (100%)","&&FY17 - MSME Development (10%)
&&FY17 - ICT Solutions (84%)
&&FY17 - MSME Finance (10%)
&&FY17 - Pandemic Response (97%)
&&FY17 - Rural Infrastructure and service delivery (87%)
&&FY17 - Geospatial Services (84%)
&&FY17 - Flood and Drought Risk Management (45%)
&&FY17 - Mitigation (34%)
&&FY17 - Adaptation (16%)
&&FY17 - Energy Efficiency (84%)
&&FY17 - Access to Energy (100%)"
P178673,Senegal PISEA,Stephane Dahan (ADM);Clementine Stip,Water,AFW,Senegal,2024,PE,Actual,"&&Water/Sanit/Waste (96%)
&&Agriculture (4%)","&&Irrigation & drainag (4%)
&&Sanitation (70%)
&&Water Supply (19%)
&&PA Water, Sanitation (7%)","&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management
&&FY17 - Human Development and Gender","&&FY17 - Gender (14%)
&&FY17 - Climate change (92%)
&&FY17 - Disaster Risk Management (81%)
&&FY17 - Environmental Health and Pollution Management (86%)
&&FY17 - Renewable Natural Resources Asset Management (9%)
&&FY17 - Water Resource Management (100%)
&&FY17 - Rural Development (8%)
&&FY17 - Urban Development (84%)","&&FY17 - Adaptation (21%)
&&FY17 - Mitigation (71%)
&&FY17 - Flood and Drought Risk Management (81%)
&&FY17 - Urban Water and Sanitation (84%)
&&FY17 - Water Institutions, Policies and Reform (100%)
&&FY17 - Water Pollution (86%)
&&FY17 - Rural Water and Sanitation (8%)
&&FY17 - Landscape Management (9%)"
P178750,HIGHER EDU PROJECT - ESPOIR-JEUNES,Pamela Mulet (ADM);Alison Grimsland,Education,AFW,Senegal,2023,PE,Actual,&&Education (100%),"&&Public Adm Education (5%)
&&Primary Education (6%)
&&Tertiary Education (48%)
&&Work Develop/Voca (36%)
&&Other Education (5%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (9%)
&&FY17 - Gender (9%)
&&FY17 - Education (100%)
&&FY17 - Disaster Risk Management (68%)
&&FY17 - Climate change (25%)","&&FY17 - Youth Employment (9%)
&&FY17 - Access to Education (74%)
&&FY17 - Education Financing (30%)
&&FY17 - Science and Technology (10%)
&&FY17 - Teachers (9%)
&&FY17 - Student Assessment (70%)
&&FY17 - Education Governance, School-Based Management (27%)
&&FY17 - Standards, Curriculum and Textbooks (19%)
&&FY17 - Education Facilities (75%)
&&FY17 - Private Sector Delivery of Education (9%)
&&FY17 - Flood and Drought Risk Management (68%)
&&FY17 - Mitigation (7%)
&&FY17 - Adaptation (18%)"
P164575,PSEGR DPL,Sameer Akbar (ADM);Lazar Sestovic;Vincent Tsoungui Belinga,"Macroeconomics, Trade and Investment",ECA,Serbia,2021,PE,Actual,"&&Public Admin (63%)
&&Financial Sector (12%)
&&Energy & Extractives (12%)
&&Social Protection (13%)","&&Central Government (25%)
&&Sub National Governm (13%)
&&Other Public Adminis (25%)
&&Banking Institutions (12%)
&&Oth Energy&Extrative (12%)
&&Social Protection (13%)","&&FY17 - Economic Policy
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Environment and Natural Resource Management","&&FY17 - Economic Growth and Planning (13%)
&&FY17 - Financial Stability (13%)
&&FY17 - Public Finance Management (13%)
&&FY17 - Public Administration (38%)
&&FY17 - Social Protection (13%)
&&FY17 - Climate change (16%)
&&FY17 - Environmental Health and Pollution Management (25%)
&&FY17 - Environmental policies and institutions (13%)","&&FY17 - Green Growth (13%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (13%)
&&FY17 - Public Expenditure Management (13%)
&&FY17 - Administrative and Civil Service Reform (13%)
&&FY17 - Transparency, Accountability and Good Governance (13%)
&&FY17 - State-owned Enterprise Reform and Privatization (13%)
&&FY17 - Municipal Institution Building (13%)
&&FY17 - Social protection delivery systems (13%)
&&FY17 - Mitigation (8%)
&&FY17 - Adaptation (8%)
&&FY17 - Air quality management (25%)"
P167634,SCAP,Augusto Garcia (ADM);Olivera Jordanovic;Xueling Li,Agriculture and Food,ECA,Serbia,2020,PE,Actual,"&&Agriculture (46%)
&&Industry & Trade/Ser (54%)","&&Agric ext & research (21%)
&&PA Agri,Fish&Forest (25%)
&&Agricultural markets (54%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (72%)
&&FY17 - ICT (29%)
&&FY17 - Finance for Development (72%)
&&FY17 - Gender (72%)
&&FY17 - Rural Development (96%)
&&FY17 - Climate change (41%)","&&FY17 - ICT Solutions (29%)
&&FY17 - Agriculture Finance (72%)
&&FY17 - Rural Markets (84%)
&&FY17 - Rural Infrastructure and service delivery (21%)
&&FY17 - Mitigation (18%)
&&FY17 - Adaptation (23%)"
P167786,Serbia PRIME PHRD,Augusto Garcia (ADM),Agriculture and Food,ECA,Serbia,2020,RE,Actual,&&Agriculture (100%),"&&PA Agri,Fish&Forest (100%)","&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development","&&FY17 - Finance for Development (91%)
&&FY17 - Data Development and Capacity Building (100%)
&&FY17 - Social Inclusion (100%)
&&FY17 - Gender (22%)
&&FY17 - Rural Development (100%)","&&FY17 - Agriculture Finance (91%)
&&FY17 - Data production, accessibility and use (100%)
&&FY17 - Institutional strengthening and capacity building (100%)
&&FY17 - Participation and Civic Engagement (100%)
&&FY17 - Rural Markets (100%)"
P170185,Innovation and Growth Entrepreneurship,Maja Andjelkovic (ADM);Ruvejda Aliefendic,"Finance, Competitiveness and Innovation",ECA,Serbia,2020,PE,Actual,&&Industry & Trade/Ser (100%),"&&PA Ind, Trade & Serv (7%)
&&Other Industry,Trade (93%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Environment and Natural Resource Management","&&FY17 - Economic Growth and Planning (13%)
&&FY17 - Business Enabling Environment (84%)
&&FY17 - Enterprise Development (29%)
&&FY17 - Financial Infrastructure and Access (21%)
&&FY17 - Climate change (1%)","&&FY17 - Migration, Remittances and Diaspora Engagement (13%)
&&FY17 - Innovation and Technology Policy (84%)
&&FY17 - Entrepreneurship (29%)
&&FY17 - MSME Finance (21%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (0%)"
P170868,Serbia Railway Sector Modernization,Daniel Pulido (ADM);Mercedes Gutierrez Ferrandiz,Transport,ECA,Serbia,2021,PE,Actual,&&Transportation (100%),"&&PA Transportation (8%)
&&Railways (92%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (14%)
&&FY17 - ICT (14%)
&&FY17 - Gender (94%)
&&FY17 - Urban Development (100%)
&&FY17 - Climate change (91%)","&&FY17 - Job Creation (14%)
&&FY17 - ICT Solutions (14%)
&&FY17 - Public Transport (100%)
&&FY17 - Mitigation (80%)
&&FY17 - Adaptation (12%)"
P173892,Serbia Emergency COVID-19 Project,Predrag Djukic (ADM);Shuo Zhang,"Health, Nutrition & Population",ECA,Serbia,2020,PE,Actual,&&Health (100%),"&&PA Health (34%)
&&Health (33%)
&&Health Facilit&Cons (33%)","&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - Social Inclusion (100%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Participation and Civic Engagement (100%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Finance (100%)"
P174251,Local Infrastr. and Instit. Dev. Project,Sudeshna Mitra (ADM);Axel Baeumler,Transport,ECA,Serbia,2022,PE,Actual,"&&Public Admin (6%)
&&Transportation (94%)","&&Sub National Governm (6%)
&&Urban Transport (94%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (49%)
&&FY17 - Finance for Development (93%)
&&FY17 - Public Administration (6%)
&&FY17 - Social Inclusion (4%)
&&FY17 - Gender (5%)
&&FY17 - Urban Development (53%)
&&FY17 - Road Safety (96%)
&&FY17 - Disaster Risk Management (39%)
&&FY17 - Climate change (58%)","&&FY17 - ICT Solutions (49%)
&&FY17 - Infrastructure Finance (93%)
&&FY17 - Public Assets and Investment Management (6%)
&&FY17 - Municipal Institution Building (6%)
&&FY17 - Participation and Civic Engagement (4%)
&&FY17 - Urban Infrastructure and Service Delivery (4%)
&&FY17 - Public Transport (49%)
&&FY17 - Municipal Finance (6%)
&&FY17 - Flood and Drought Risk Management (39%)
&&FY17 - Mitigation (35%)
&&FY17 - Adaptation (22%)"
P174555,Digitalization for Business Environment,Dusko Vasiljevic (ADM);Jovan Miljkovic;Ruvejda Aliefendic,"Finance, Competitiveness and Innovation",ECA,Serbia,2024,RE,Actual,"&&Public Admin (91%)
&&Industry & Trade/Ser (9%)","&&Central Government (91%)
&&Other Industry,Trade (9%)","&&FY17 - Public Sector Management
&&FY17 - Private Sector Development","&&FY17 - ICT (37%)
&&FY17 - Regional Integration (32%)
&&FY17 - Public Administration (91%)
&&FY17 - Business Enabling Environment (100%)","&&FY17 - Administrative and Civil Service Reform (90%)
&&FY17 - E-Government, incl. e-services (91%)
&&FY17 - ICT Policies (29%)
&&FY17 - ICT Solutions (37%)
&&FY17 - Investment and Business Climate (100%)"
P175655,Serbia - Improving PFM,Aleksandar Crnomarkovic (ADM);Wei-Jen Leow;Kai-Alexander Kaiser,Governance,ECA,Serbia,2023,PE,Actual,&&Public Admin (100%),"&&Central Government (74%)
&&Other Public Adminis (26%)","&&FY17 - Economic Policy
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (25%)
&&FY17 - Economic Growth and Planning (51%)
&&FY17 - Public Finance Management (74%)
&&FY17 - Public Administration (41%)
&&FY17 - Social Inclusion (5%)
&&FY17 - Gender (18%)
&&FY17 - Disaster Risk Management (16%)
&&FY17 - Climate change (65%)
&&FY17 - Environmental policies and institutions (19%)","&&FY17 - Public Expenditure Policy (25%)
&&FY17 - Green Growth (51%)
&&FY17 - Public Expenditure Management (74%)
&&FY17 - E-Government, incl. e-services (16%)
&&FY17 - Public Assets and Investment Management (29%)
&&FY17 - Participation and Civic Engagement (5%)
&&FY17 - Flood and Drought Risk Management (16%)
&&FY17 - Mitigation (39%)
&&FY17 - Adaptation (26%)"
P176069,CAPITAL MARKETS,Jane Hwang (ADM),"Finance, Competitiveness and Innovation",ECA,Serbia,2023,PE,Actual,&&Financial Sector (100%),"&&Banking Institutions (23%)
&&Capital Markets (55%)
&&PA Financial Sector (22%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (67%)
&&FY17 - ICT (67%)
&&FY17 - Financial Stability (100%)
&&FY17 - Financial Infrastructure and Access (100%)
&&FY17 - Finance for Development (67%)
&&FY17 - Data Development and Capacity Building (67%)
&&FY17 - Climate change (3%)","&&FY17 - Debt Policy (67%)
&&FY17 - ICT Solutions (67%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (100%)
&&FY17 - Credit Infrastructure (100%)
&&FY17 - MSME Finance (67%)
&&FY17 - Infrastructure Finance (67%)
&&FY17 - Data production, accessibility and use (67%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (3%)"
P176770,Scaling-Up Residential Clean Energy,Ferhat Esen (ADM);Bahodir Amonov,Energy & Extractives,ECA,Serbia,2022,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (10%)
&&Renewable Energy Sol (90%)",&&FY17 - Environment and Natural Resource Management,"&&FY17 - Climate change (100%)
&&FY17 - Energy (100%)","&&FY17 - Mitigation (100%)
&&FY17 - Energy Efficiency (100%)
&&FY17 - Energy Policies & Reform (100%)"
P177410,Serbia Green Transition DPL,Lazar Sestovic (ADM);Sameer Akbar;Katharina Gassner,"Macroeconomics, Trade and Investment",ECA,Serbia,2023,PE,Actual,"&&Public Admin (50%)
&&Energy & Extractives (40%)
&&Water/Sanit/Waste (10%)","&&Central Government (30%)
&&Other Public Adminis (20%)
&&Renewable Energy Hyd (5%)
&&Energy Trans & Distr (10%)
&&Renewable Energy Sol (5%)
&&Oth Energy&Extrative (20%)
&&Waste Management (10%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Public Private Partnerships (10%)
&&FY17 - Public Finance Management (20%)
&&FY17 - Public Administration (30%)
&&FY17 - Data Development and Capacity Building (10%)
&&FY17 - Gender (10%)
&&FY17 - Urban Development (20%)
&&FY17 - Disaster Risk Management (5%)
&&FY17 - Climate change (60%)
&&FY17 - Environmental Health and Pollution Management (10%)
&&FY17 - Environmental policies and institutions (20%)
&&FY17 - Energy (40%)","&&FY17 - Public Expenditure Management (20%)
&&FY17 - Transparency, Accountability and Good Governance (10%)
&&FY17 - Public Assets and Investment Management (10%)
&&FY17 - State-owned Enterprise Reform and Privatization (10%)
&&FY17 - Data production, accessibility and use (10%)
&&FY17 - Municipal Finance (10%)
&&FY17 - Flood and Drought Risk Management (5%)
&&FY17 - Mitigation (53%)
&&FY17 - Adaptation (8%)
&&FY17 - Air quality management (10%)
&&FY17 - Energy Efficiency (30%)
&&FY17 - Energy Policies & Reform (40%)"
P180619,Serbia NCD Project,Shuo Zhang (ADM);Predrag Djukic,"Health, Nutrition & Population",ECA,Serbia,2024,PE,Actual,&&Health (100%),"&&PA Health (2%)
&&Health (19%)
&&Health Facilit&Cons (79%)","&&FY17 - Private Sector Development
&&FY17 - Environment and Natural Resource Management
&&FY17 - Human Development and Gender","&&FY17 - ICT (81%)
&&FY17 - Climate change (5%)
&&FY17 - Disease Control (100%)
&&FY17 - Gender (21%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Health Service Delivery (100%)
&&FY17 - Health Finance (13%)
&&FY17 - ICT Solutions (81%)
&&FY17 - Non-communicable diseases (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Adaptation (2%)
&&FY17 - Mitigation (4%)"
P168993,Social Protection Quality,Edmundo Murrugarra (ADM),Social Protection & Jobs,AFE,Seychelles,2021,PE,Actual,"&&Public Admin (7%)
&&Social Protection (93%)","&&Central Government (7%)
&&Social Protection (75%)
&&PA Social Proctectn (18%)","&&FY17 - Economic Policy
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (13%)
&&FY17 - Data Development and Capacity Building (12%)
&&FY17 - Social Protection (100%)
&&FY17 - Gender (50%)
&&FY17 - Disease Control (37%)
&&FY17 - Climate change (9%)","&&FY17 - Fiscal sustainability (13%)
&&FY17 - Data production, accessibility and use (12%)
&&FY17 - Social Safety Nets (48%)
&&FY17 - Social Insurance and Pensions (40%)
&&FY17 - Social protection delivery systems (12%)
&&FY17 - Pandemic Response (37%)
&&FY17 - Adaptation (9%)"
P174198,Seychelles COVID-19 Emergency DPF,Sashana Whyte (ADM);Brenden Jongman,"Macroeconomics, Trade and Investment",AFE,Seychelles,2020,PE,Actual,"&&Public Admin (33%)
&&Financial Sector (33%)
&&Health (17%)
&&Social Protection (17%)","&&Central Government (17%)
&&Other Public Adminis (16%)
&&Banking Institutions (16%)
&&Capital Markets (17%)
&&Health (17%)
&&Social Protection (17%)","&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Financial Stability (17%)
&&FY17 - Financial Infrastructure and Access (33%)
&&FY17 - Social Protection (33%)
&&FY17 - Disease Control (100%)
&&FY17 - Disaster Risk Management (33%)
&&FY17 - Climate change (17%)
&&FY17 - Renewable Natural Resources Asset Management (17%)","&&FY17 - Financial Sector Integrity (17%)
&&FY17 - Credit Infrastructure (17%)
&&FY17 - MSME Finance (33%)
&&FY17 - Social Safety Nets (33%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Flood and Drought Risk Management (33%)
&&FY17 - Mitigation (3%)
&&FY17 - Adaptation (14%)
&&FY17 - Coastal Zone Management (17%)"
P176420,SYC- Fiscal Sustainability DPF,Sashana Whyte (ADM),"Macroeconomics, Trade and Investment",AFE,Seychelles,2022,PE,Actual,"&&Agriculture (20%)
&&Public Admin (60%)
&&Financial Sector (20%)","&&Fisheries (20%)
&&Central Government (20%)
&&Sub National Governm (20%)
&&Other Public Adminis (20%)
&&Banking Institutions (20%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (40%)
&&FY17 - Jobs (20%)
&&FY17 - Financial Stability (20%)
&&FY17 - Public Finance Management (20%)
&&FY17 - Public Administration (20%)
&&FY17 - Nutrition and Food Security (20%)
&&FY17 - Disaster Risk Management (20%)
&&FY17 - Climate change (30%)
&&FY17 - Renewable Natural Resources Asset Management (40%)","&&FY17 - Fiscal sustainability (20%)
&&FY17 - Tax policy (20%)
&&FY17 - Job Creation (20%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (20%)
&&FY17 - Domestic Revenue Administration (20%)
&&FY17 - State-owned Enterprise Reform and Privatization (20%)
&&FY17 - Food Security (20%)
&&FY17 - Disaster Risk Reduction (20%)
&&FY17 - Adaptation (30%)
&&FY17 - Fisheries Policies and institutions (20%)
&&FY17 - Oceans (20%)
&&FY17 - Coastal Zone Management (40%)"
P178209,Seychelles - DPF 2,Kenechukwu Ezemenari (ADM),"Macroeconomics, Trade and Investment",AFE,Seychelles,2023,PE,Actual,"&&Agriculture (17%)
&&Public Admin (49%)
&&Info & Communication (17%)
&&Financial Sector (17%)","&&Fisheries (17%)
&&Central Government (16%)
&&Sub National Governm (17%)
&&Other Public Adminis (16%)
&&Other Info & Commuca (17%)
&&Banking Institutions (17%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (17%)
&&FY17 - ICT (17%)
&&FY17 - Financial Stability (17%)
&&FY17 - Public Finance Management (17%)
&&FY17 - Public Administration (17%)
&&FY17 - Disaster Risk Management (17%)
&&FY17 - Climate change (10%)
&&FY17 - Renewable Natural Resources Asset Management (33%)","&&FY17 - Fiscal sustainability (17%)
&&FY17 - Tax policy (17%)
&&FY17 - ICT Solutions (17%)
&&FY17 - ICT Policies (17%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (17%)
&&FY17 - Domestic Revenue Administration (17%)
&&FY17 - Transparency, Accountability and Good Governance (17%)
&&FY17 - State-owned Enterprise Reform and Privatization (17%)
&&FY17 - Disaster Risk Reduction (17%)
&&FY17 - Flood and Drought Risk Management (17%)
&&FY17 - Adaptation (10%)
&&FY17 - Fisheries Policies and institutions (17%)
&&FY17 - Oceans (17%)
&&FY17 - Coastal Zone Management (33%)"
P178210,Seychelles - DPF 3,Kenechukwu Ezemenari (ADM),"Macroeconomics, Trade and Investment",AFE,Seychelles,2024,PE,Actual,"&&Info & Communication (17%)
&&Agriculture (16%)
&&Public Admin (33%)
&&Financial Sector (17%)
&&Energy & Extractives (17%)","&&Fisheries (16%)
&&Other Public Adminis (33%)
&&ICT Infrastructure (17%)
&&Banking Institutions (17%)
&&Oth Energy&Extrative (17%)","&&FY17 - Urban and Rural Development
&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management
&&FY17 - Economic Policy
&&FY17 - Finance
&&FY17 - Private Sector Development","&&FY17 - Public Finance Management (17%)
&&FY17 - Financial Infrastructure and Access (17%)
&&FY17 - Rural Development (17%)
&&FY17 - Financial Stability (17%)
&&FY17 - Fiscal Policy (17%)
&&FY17 - Economic Growth and Planning (17%)
&&FY17 - ICT (17%)
&&FY17 - Energy (17%)
&&FY17 - Renewable Natural Resources Asset Management (33%)
&&FY17 - Climate change (31%)
&&FY17 - Disaster Risk Management (17%)","&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (17%)
&&FY17 - Flood and Drought Risk Management (17%)
&&FY17 - Access to Energy (17%)
&&FY17 - Landscape Management (17%)
&&FY17 - Energy Policies & Reform (17%)
&&FY17 - Energy Efficiency (17%)
&&FY17 - Land Policy and Tenure (17%)
&&FY17 - Coastal Zone Management (17%)
&&FY17 - Mitigation (15%)
&&FY17 - Adaptation (15%)
&&FY17 - Fisheries Policies and institutions (17%)
&&FY17 - Tax policy (17%)
&&FY17 - Spatial Growth (17%)
&&FY17 - ICT Solutions (17%)
&&FY17 - Payment & markets infrastructure (17%)
&&FY17 - Domestic Revenue Administration (17%)
&&FY17 - ICT Policies (17%)
&&FY17 - Credit Infrastructure (17%)"
