Project_Id2,Project_Legal_Name2,Project__2,Region_Code2,Country_Name2,Practice_Group_Code2,Responsible_VPU2,Responsible_Department2,Global_Practice_Name2,Contributing_GP_Global_Themes2,Staff_Full_Name2,Team_Leaders2,Requesting_Unit2,Responsible_Unit2,FY_Number2,Fiscal_Quarter_Name2,Project_Probability_Code_,Approval_Authority_Flag2,Board_Schedule_Status2,Project_Decision_Meeting_Type_Name_,Project_Full_Board_Discussion_Flag_,Product_Line_Code2,Lendng_Instrument_Instrument_Type_Name_,P4R_With_IPF_Indicator2,Processing_Track_Indicator2,MPA2,Additional_Financing_Flag2,FCC_Indicator2,Emergency_Flag2,Emergency_Response2,Parent_Project_Id2,Environment_Assessment_Code2,Frame_Work2,ESRC__from_ESMS_2,Environmental_Risk_Name2,Project_Environment_Social_Risk_Name_,Project_Overall_Risk_,Project_Volcker_Trigger_Indicator_,Project_Last_Stage_Reached_,Total_Commitment1,IBRD_Total_Commitment1,IDA_Total_Commitment1,Others_Total_Commitment1,PE_Cofinance1,AIS_Sign_Off_Date2,Concept_Review_Date2,Concept_Review_Status2,Disclosure_Of_Concept_PID_Date2,Concept_ESRS_Date2,Quality_Enhancement_Review_Date2,Project_Milestone_Decision_Review_Date_,Decision_Review_Status2,Disclosure_Of_Appraisal_PID_Date2,Appraisal_ESRS_Date2,Begin_Appraisal_Date2,Begin_Appraisal_Status2,Authorize_Negotiations_Date2,Authorize_Negotiations_Status2,SECPO_Date2,SECPO_Status2,Project_Milestone_Approval_Date_,Approval_Status2,FY_Exp__BB___TF1,Cum__Exp__BB___TF1,DDO2,CATASTROPHE_DDO_FLAG2,IPF_Fragile_State_Indicator2,IPF_Fragile_With_Non_Fragile_Country_Indicator2,FCC_Small_States_Indicator2,FCC_Post_Conflict_Indicator2,FCC_Disaster_Indicator2,Financial_Intermediaries2,Performance_Based_Conditions2,Contingent_Emergency_Response_Component2,Alternative_Procurement_Arrangement2,Series_of_Projects__SOP_2,Textbox171,Textbox7,Textbox81,Textbox83,Textbox85,Textbox87,Textbox89,Textbox127,Textbox129
P170664,Adolescent Girls Initiative for Learning and Empowerment,1,AFW,Nigeria,GGHVP,AFWVP,HAWDR,Education,"Gender Health, Nutrition & Population Social Protection & Jobs Water","Latif, Scherezad Joya Monami",Dilip Parajuli (ADM);Malek Abu-Jawdeh,AWCW2,HAWE3,2021,Q1,A,BOA,Board Approved,Decision Meeting,Y,PE,IPF,N/A,2,N,N,N,Y,"Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response)",,,ESF,Substantial,Substantial,Substantial,M,,Bank Approved,$500.00M,$0.00M,$500.00M,$0.00M,$0.00M,11-Mar-2019,31-Jul-2019,A,02-Sep-2019,21-Oct-2019,29-Jan-2020,11-Mar-2020,A,30-Apr-2020,21-Jul-2020,07-Apr-2020,A,28-May-2020,A,,,28-Jul-2020,A,$240.03K,"$2,082.17K",N,,Yes,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173680,Second Programmatic Human Capital for Inclusive Growth DPF,1,AFE,Rwanda,GGHVP,AFEVP,HAEDR,Social Protection & Jobs,"Education Governance Health, Nutrition & Population Macroeconomics, Trade and Investment","Namara, Suleiman",Muhammad Malik (ADM),AECE2,HAES2,2022,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 4: Policies/Institutions)",P171554,,N/A,,,,S,,Bank Approved,$175.00M,$0.00M,$175.00M,$0.00M,$0.00M,21-Oct-2020,04-Jun-2021,A,02-Jun-2021,16-Dec-2021,,28-Jul-2021,A,01-Aug-2021,16-Dec-2021,,,03-Nov-2021,A,17-Nov-2021,A,16-Dec-2021,A,,$433.62K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P166415,Higher Education for Economic Transformation Project,1,AFE,Tanzania,GGHVP,AFEVP,HAEDR,Education,Agriculture and Food Climate Change Digital Development,"Meky, Muna Salih",Roberta Bassett (ADM);Nkahiga Kaboko,AECE1,HAEE1,2021,Q4,C,BOA,Draft,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,"Financing not related to a Response Type, COVID-19 (Pillar 4: Policies/Institutions)",,,ESF,Substantial,Substantial,Substantial,M,,Bank Approved,$425.00M,$0.00M,$425.00M,$0.00M,$0.00M,06-Dec-2017,01-Jun-2018,A,,27-May-2021,06-Apr-2020,15-Dec-2020,A,22-Mar-2021,27-May-2021,22-Mar-2021,A,12-Apr-2021,A,05-May-2021,A,27-May-2021,A,$260.07K,"$2,075.05K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P168185,Cameroon - Chad Power Interconnection Project,1,AFW,Western and Central Africa,GGIVP,AFWVP,IAWDR,Energy & Extractives,,"Balabanyan, Ani",Momodou Njie (ADM);Yussuf Uwamahoro;Abdou Toure,AFWRI,IAWE4,2020,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,A,Safeguards,,,,H,,Bank Approved,$385.00M,$0.00M,$385.00M,$0.00M,$0.00M,07-Sep-2018,28-Sep-2018,A,21-Jan-2020,,24-Mar-2020,23-Apr-2020,A,14-May-2020,,07-May-2020,A,08-May-2020,A,,,16-Jun-2020,A,$451.41K,"$3,197.98K",N,,Yes,Yes,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178888,Brazil Climate Finance Project,1,LCR,Brazil,GGEVP,LCRVP,ELCDR,"Finance, Competitiveness and Innovation","Climate Change Environment, Natural Resources & the Blue Economy","Mascaro, Yira J.",Gabriel Sensenbrenner (ADM);Eli Weiss,LCC5C,ELCFN,2023,Q2,A,RVP,Board Approved,Bank-wide Operations,,PE,IPF,N/A,2,N,N,N,N,Financing not related to a Response Type,,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$500.00M,$500.00M,$0.00M,$0.00M,$0.00M,21-Mar-2022,05-May-2022,A,31-May-2022,12-Oct-2022,,17-Jun-2022,A,30-Nov-2022,22-Dec-2022,23-Aug-2022,R,10-Nov-2022,A,05-Dec-2022,A,22-Dec-2022,A,$82.61K,"$1,252.24K",N,,Yes,Yes,Yes,,Yes,Yes,No,No,No,No,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179631,TANZANIA Accelerating Sustainable and Clean Energy Access Transformation in Eastern and Southern Africa Program,1,AFE,Tanzania,GGIVP,AFEVP,IAEDR,Energy & Extractives,"Infrastructure, PPP's & Guarantees","Semikolenova, Yadviga Viktorivna",Rhonda Jordan Antoine (ADM);Carla De Nobrega,AECE1,IAEE3,2024,Q2,C,RVP,Draft,Bank-wide Operations,Y,PE,PforR,N,N/A,Y,N,,N,Financing not related to a Response Type,,,N/A,,,,L,,Bank Approved,$300.00M,$0.00M,$300.00M,$0.00M,$0.00M,16-Jun-2023,06-Jun-2023,A,21-Sep-2023,,19-Sep-2023,19-Oct-2023,A,26-Oct-2023,,20-Oct-2023,A,01-Nov-2023,A,30-Oct-2023,R,28-Nov-2023,A,$55.38K,$225.00K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176867,Primary Education Equity in Learning Program,1,AFE,Kenya,GGHVP,AFEVP,HAEDR,Education,Digital Development Transport Water,"Mulatu, Meskerem",Ruth Charo (ADM),AECE2,HAEE2,2022,Q3,C,BOA,Draft,Decision Meeting,,PE,PforR,Y,N/A,N,N,N,N,Financing not related to a Response Type,,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$200.00M,$0.00M,$200.00M,$0.00M,$0.00M,10-Jun-2021,05-Oct-2021,A,18-Jan-2022,18-Jan-2022,21-Jan-2022,08-Feb-2022,A,03-Mar-2022,31-Mar-2022,14-Feb-2022,R,04-Mar-2022,A,10-Mar-2022,A,31-Mar-2022,A,$164.48K,"$1,355.44K",N,,,Yes,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P169120,South Sudan Resilient Agricultural Livelihoods Project,1,AFE,South Sudan,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Fragile, Conflict & Violence Social Protection & Jobs","Jungbluth, Frauke",Juvenal Nzambimana (ADM),AECE3,SAEA3,2021,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,Y,"COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type, COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation)",,,ESF,High,Moderate,High,H,,Bank Approved,$62.50M,$0.00M,$62.50M,$0.00M,$0.00M,23-Sep-2018,17-Sep-2020,A,30-Jun-2020,15-Sep-2020,28-Oct-2020,11-Jan-2021,A,07-Apr-2021,08-Jun-2021,13-Apr-2021,A,28-Apr-2021,A,10-May-2021,A,08-Jun-2021,A,$77.68K,"$1,888.71K",N,,Yes,,,Yes,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180173,Türkiye Socially Inclusive Green Transition Project,1,ECA,Turkiye,GGSVP,ECAVP,SCADR,Social Sustainability and Inclusion,Gender Poverty and Equity,"Carlsson Rex, Helene Monika",Murat Onur (ADM),ECCTR,SCASO,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Substantial,Substantial,Moderate,S,,Bank Approved,$400.00M,$400.00M,$0.00M,$0.00M,$0.00M,20-Oct-2022,06-Dec-2022,A,09-Jan-2023,16-Dec-2022,,01-Feb-2024,A,08-Feb-2024,08-Feb-2024,05-Feb-2024,A,12-Feb-2024,A,06-Mar-2024,A,28-Mar-2024,A,$74.27K,$675.28K,N,,,,,,No,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171059,Enhancing Sierra Leone Energy Access,1,AFW,Sierra Leone,GGIVP,AFWVP,IAWDR,Energy & Extractives,,"Balabanyan, Ani",Ibrahim Jalloh (ADM);Kagaba Mukiibi,AWCW1,IAWE4,2021,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$2.70M,29-Apr-2019,12-Dec-2019,A,20-Jan-2020,30-Jun-2020,03-Sep-2020,29-Oct-2020,A,27-Nov-2020,28-Jan-2021,27-Nov-2020,A,03-Dec-2020,A,05-Jan-2021,A,28-Jan-2021,A,$443.30K,"$2,138.98K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178642,Forest and Savanna Restoration Investment Program,1,AFE,"Congo, Democratic Republic of",GGSVP,AFEVP,SAEDR,"Environment, Natural Resources & the Blue Economy",Agriculture and Food Climate Change Energy & Extractives,"Lagnaoui, Abdelaziz",Patrice Savadogo (ADM),AECC2,SAEE3,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,Financing not related to a Response Type,,,ESF,High,High,High,H,,Bank Approved,$290.00M,$0.00M,$290.00M,$0.00M,$10.00M,17-Feb-2022,28-Sep-2022,A,31-Oct-2022,23-Oct-2022,13-Feb-2023,01-Mar-2023,A,17-Apr-2023,02-Jun-2023,02-Mar-2023,A,27-Apr-2023,A,11-May-2023,A,02-Jun-2023,A,$146.54K,$918.15K,N,,Yes,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178156,Tanzania First Inclusive and Resilient Growth Development Policy Financing,1,AFE,Tanzania,GGEVP,AFEVP,EAEDR,"Macroeconomics, Trade and Investment","Finance, Competitiveness and Innovation Governance","Prasad, Abha",Harun Onder (ADM);Emmanuel A. Mungunasi,AECE1,EAEM1,2023,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,M,,Bank Approved,$500.00M,$0.00M,$500.00M,$0.00M,$0.00M,15-Oct-2021,30-Jun-2022,A,11-Aug-2022,20-Dec-2022,,09-Nov-2022,A,17-Nov-2022,20-Dec-2022,,,15-Nov-2022,A,21-Nov-2022,A,20-Dec-2022,A,$2.03K,$740.19K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173119,Somalia - Horn of Africa Infrastructure Integration Project,1,AFE,Somalia,GGIVP,AFEVP,IAEDR,Transport,"Digital Development Energy & Extractives Environment, Natural Resources & the Blue Economy Macroeconomics, Trade and Investment","Weitz, Almud",Susan Owuor (ADM);Alejandro Espinosa-Wang;Adam Diehl,AFERI,IAET1,2023,Q1,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,High,High,High,H,,Bank Approved,$58.00M,$0.00M,$58.00M,$0.00M,$5.00M,10-Dec-2019,11-Jan-2021,A,08-Feb-2021,22-Jun-2021,07-Apr-2021,10-Nov-2021,A,01-Dec-2021,30-Sep-2022,14-Dec-2021,A,13-Aug-2022,A,09-Sep-2022,A,30-Sep-2022,A,$221.18K,"$1,612.84K",N,,Yes,,,Yes,,No,,Yes,No,Yes,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175878,Nicaragua-Hurricanes Eta and Iota Emergency Response Project,1,LCR,Nicaragua,GGIVP,LCRVP,ILCDR,"Urban, Resilience and Land",Climate Change,"Ranghieri, Federica",Anna-Maria Bogdanova (ADM);Luis Duran Vargas;Johannes Jansen,LCC2C,ILCUR,2021,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,Y,Y,Financing not related to a Response Type,,,ESF,High,Substantial,High,S,,Bank Approved,$80.00M,$0.00M,$80.00M,$0.00M,$0.00M,18-Nov-2020,,,,,,30-Nov-2020,A,17-Dec-2020,22-Jan-2021,10-Dec-2020,A,19-Dec-2020,A,07-Jan-2021,A,22-Jan-2021,A,$420.38K,"$2,169.56K",N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172668,Second District Heating Efficiency Improvement Project,1,ECA,Moldova,GGIVP,ECAVP,IECDR,Energy & Extractives,,"Gil, Stephanie",Roger Coma Cunill (ADM),ECCEE,IECEE,2020,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$100.00M,$100.00M,$0.00M,$0.00M,$0.00M,16-Oct-2019,19-Mar-2020,A,29-Feb-2020,17-Mar-2020,05-Dec-2023,22-Apr-2020,A,06-May-2020,06-May-2020,29-Apr-2020,A,12-May-2020,A,,,18-Jun-2020,A,$167.60K,"$1,205.06K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P168335,"STP COVID-19 Human and Economic Response, Recovery and Resilience DPO",1,AFE,Sao Tome and Principe,GGEVP,AFEVP,EAEDR,"Macroeconomics, Trade and Investment","Education Finance, Competitiveness and Innovation Governance Health, Nutrition & Population","Prasad, Abha",Cornelius Fleischhaker (ADM);Mazen Bouri,AECC2,EAEM1,2021,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation), COVID-19 (Pillar 2: Protecting Poor/Vulnerable)",,,N/A,,,,H,,Bank Approved,$10.00M,$0.00M,$10.00M,$0.00M,$0.00M,25-Jul-2018,13-Aug-2020,A,25-Sep-2020,,,26-Oct-2020,A,06-Nov-2020,,,,17-Nov-2020,A,19-Nov-2020,R,18-Dec-2020,A,,$441.15K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174736,Additional Financing Haiti Renewable Energy for All,1,LCR,Haiti,GGIVP,LCRVP,ILCDR,Energy & Extractives,,"Elizondo Azuela, Gabriela",Jose Perez Caceres (ADM);Dana Rysankova,LCC3C,ILCE1,2021,Q1,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,Y,,P156719,B,Safeguards,,,,,,Bank Approved,$4.00M,$0.00M,$4.00M,$0.00M,$2.90M,12-Aug-2020,,,,,,25-Aug-2020,A,28-Aug-2020,30-Sep-2020,28-Aug-2020,A,01-Sep-2020,A,,,30-Sep-2020,A,$1.10K,$81.19K,N,,Yes,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P162949,Sri Lanka Public Sector Efficiency Strengthening Project,1,SAR,Sri Lanka,GGEVP,SARVP,ESADR,Governance,"Macroeconomics, Trade and Investment",,Mohan Gopalakrishnan (ADM);Fabian Seiderer,SACSL,ESAG2-HIS,2020,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,C,Safeguards,,,,S,,Bank Approved,$25.00M,$25.00M,$0.00M,$0.00M,$0.00M,17-Jan-2017,05-Oct-2017,A,01-Nov-2017,,10-Jul-2018,12-Jul-2018,A,03-Jun-2019,,02-Apr-2019,A,20-Sep-2019,A,,,17-Dec-2019,A,,$505.20K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177632,BR State of Goias Sustainable Recovery DPF,1,LCR,Brazil,GGEVP,LCRVP,ELCDR,"Macroeconomics, Trade and Investment","Agriculture and Food Environment, Natural Resources & the Blue Economy Governance Urban, Resilience and Land","Mahdi, Shireen",Fabiano Colbano (ADM);Cornelius Fleischhaker;Marie Paviot,LCC5C,ELCMU,2022,Q4,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,S,,Bank Approved,$500.00M,$500.00M,$0.00M,$0.00M,$0.00M,12-Jan-2022,19-Jan-2022,A,26-Jan-2022,28-Apr-2022,,10-Feb-2022,A,23-Feb-2022,28-Apr-2022,,,24-Feb-2022,A,01-Apr-2022,A,28-Apr-2022,A,$34.15K,$468.60K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179818,Tanzania Food Systems Resilience Program,1,AFE,Tanzania,GGSVP,AFEVP,SAEDR,Agriculture and Food,Water,"Jungbluth, Frauke",Ernest Ruzindaza (ADM);Timothy Robertson,AFERI,SAEA3,2023,Q4,A,BOA,Board Approved,Regional Operations,,PE,PforR,Y,N/A,Y,N,N,N,Financing not related to a Response Type,,,ESF,Substantial,Moderate,Substantial,S,,Bank Approved,$300.00M,$0.00M,$300.00M,$0.00M,$0.00M,21-Sep-2022,26-Oct-2022,A,07-Nov-2022,07-Nov-2022,18-Jan-2023,09-Mar-2023,A,28-Mar-2023,31-May-2023,13-Mar-2023,A,17-Apr-2023,A,09-May-2023,A,31-May-2023,A,$438.37K,"$1,968.04K",N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177983,Second Additional Financing for the Rwanda Quality Basic Education for Human Capital Development Project,1,AFE,Rwanda,GGHVP,AFEVP,HAEDR,Education,Climate Change Digital Development Social Sustainability and Inclusion Social Protection & Jobs,"Mulatu, Meskerem",Huma Kidwai (ADM),AECE2,HAEE2,2022,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P168551,,ESF,,,,,,Bank Approved,$100.00M,$0.00M,$100.00M,$0.00M,$29.06M,15-Oct-2021,,,,,,08-Mar-2022,A,22-Mar-2022,21-Jun-2022,10-Mar-2022,A,05-May-2022,A,27-May-2022,A,21-Jun-2022,A,,$19.60K,N,,,,,,,No,Yes,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P170559,Lao Landscapes and Livelihoods Project,1,EAP,Lao People's Democratic Republic,GGSVP,EAPVP,SEADR,"Environment, Natural Resources & the Blue Economy","Agriculture and Food Climate Change Urban, Resilience and Land Water","Olojoba, Africa Eshogba",Maurice Rawlins (ADM),EAVCL,SEAE2,2021,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,"COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation), COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type",,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$34.00M,$0.00M,$34.00M,$0.00M,$16.00M,02-Jun-2019,29-Jan-2020,A,22-Jan-2020,27-Jan-2020,18-Aug-2020,20-Nov-2020,A,16-Dec-2020,23-Feb-2021,08-Dec-2020,A,04-Jan-2021,A,31-Jan-2021,A,23-Feb-2021,A,$175.69K,"$1,561.75K",N,,Yes,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175874,Electricity Reform for Sustainable Growth Development Policy Loan,1,LCR,Dominican Republic,GGIVP,LCRVP,ILCDR,Energy & Extractives,Social Protection & Jobs,"Elizondo Azuela, Gabriela",Huong Nguyen (ADM),LCC2C,ILCE1,2022,Q3,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,,,N/A,,,,S,,Bank Approved,$400.00M,$400.00M,$0.00M,$0.00M,$0.00M,05-Nov-2020,23-Apr-2021,A,22-Apr-2021,31-Mar-2022,,02-Feb-2022,A,09-Feb-2022,31-Mar-2022,,,16-Feb-2022,A,04-Mar-2022,A,31-Mar-2022,A,$0.00K,$834.66K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P168332,Third Fiscal Consolidation and Inclusive Growth DPO,1,AFW,Cameroon,GGEVP,AFWVP,EAWDR,"Macroeconomics, Trade and Investment",,"Mahajan, Sandeep",Amina Coulibaly (ADM),AWCC1,EAWM2,2021,Q4,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response)",P166694,,N/A,,,,S,,Bank Approved,$100.00M,$0.00M,$100.00M,$0.00M,$0.00M,23-Jul-2018,06-Nov-2019,A,05-Nov-2019,,,03-Dec-2020,A,15-Mar-2021,,,,12-Mar-2021,A,22-Mar-2021,A,19-Apr-2021,A,$0.15K,$770.26K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P168779,Niger Learning Improvement for Results in Education Project,1,AFW,Niger,GGHVP,AFWVP,HAWDR,Education,"Digital Development Urban, Resilience and Land","Wane, Waly",Marie Sacadura (ADM);Stanislas Honkuy;Tounwende Sawadogo,AWCW3,HAWE2,2020,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,,ESF,Moderate,Substantial,Moderate,S,,Bank Approved,$140.00M,$0.00M,$140.00M,$0.00M,$0.00M,18-Sep-2018,25-Feb-2019,A,21-Feb-2019,11-Feb-2020,,13-Jan-2020,A,07-Feb-2020,16-Mar-2020,13-Feb-2020,A,18-Feb-2020,A,,,06-Apr-2020,A,$307.90K,"$2,400.78K",N,,Yes,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P170874,Indonesia Disaster Resilience Initiatives Project (IDRIP),1,EAP,Indonesia,GGIVP,EAPVP,IEADR,"Urban, Resilience and Land",,"Philipp, Bjorn",Muhammad Rizki (ADM);Jie Li,EAITL,IEAU1,2020,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,Y,N,,,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$160.00M,$160.00M,$0.00M,$0.00M,$0.00M,31-Mar-2019,,,,,,30-Apr-2019,A,21-May-2019,27-Nov-2019,22-May-2019,A,24-May-2019,A,,,27-Nov-2019,A,$139.14K,"$2,235.40K",N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179249,Chhattisgarh: Accelerated Learning for a Knowledge-Economy,1,SAR,India,GGHVP,SARVP,HSADR,Education,,"Inoue, Keiko",Kartik Pental (ADM),SACIN,HSAE1,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,PforR,Y,N/A,N,N,N,N,,,,ESF,Low,Low,Low,S,,Bank Approved,$300.00M,$300.00M,$0.00M,$0.00M,$0.00M,23-Jun-2022,02-Nov-2022,A,15-Nov-2022,15-Nov-2022,01-Feb-2023,28-Feb-2023,A,15-Mar-2023,26-Jun-2023,20-Mar-2023,A,21-Apr-2023,A,02-Jun-2023,A,26-Jun-2023,A,$36.22K,$356.62K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174754,Cabo Verde: First Sustainable and Equitable Recovery DPF,1,AFW,Cabo Verde,GGEVP,AFWVP,EAWDR,"Macroeconomics, Trade and Investment",,"Beck, Hans Anand",Jose Reyes (ADM);Cristina Navarrete Moreno,AWCF1,EAWM1,2022,Q2,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,Y,"COVID-19 (Pillar 4: Policies/Institutions), COVID-19 (Pillar 3: Business Growth/Job Creation), COVID-19 (Pillar 2: Protecting Poor/Vulnerable), Financing not related to a Response Type",,,N/A,,,,S,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.00M,30-Jul-2020,20-May-2021,A,15-Feb-2021,06-Dec-2021,,21-Oct-2021,A,02-Nov-2021,06-Dec-2021,,,02-Nov-2021,A,05-Nov-2021,A,06-Dec-2021,A,,$421.71K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
